Index,DoY,Date,Phenophase_Recorded,State,Sex,Year,Site,Orchard,Genotype,Tree,X,Y,Source
4718,159,2009-06-08,4,2,MALE,2009,PGTIS,228,982,NA,W,12,Rita Wagner
4718,161,2009-06-10,4,2,MALE,2009,PGTIS,228,982,NA,W,12,Rita Wagner
4719,155,2009-06-04,4,2,MALE,2009,PGTIS,228,983,NA,M,35,Rita Wagner
4719,159,2009-06-08,4,2,MALE,2009,PGTIS,228,983,NA,M,35,Rita Wagner
4719,161,2009-06-10,4,2,MALE,2009,PGTIS,228,983,NA,M,35,Rita Wagner
4720,155,2009-06-04,-,1,MALE,2009,PGTIS,228,983,NA,U,17,Rita Wagner
4720,159,2009-06-08,4,2,MALE,2009,PGTIS,228,983,NA,U,17,Rita Wagner
4720,161,2009-06-10,4,2,MALE,2009,PGTIS,228,983,NA,U,17,Rita Wagner
4721,155,2009-06-04,4,2,MALE,2009,PGTIS,228,984,NA,N,17,Rita Wagner
4721,159,2009-06-08,4,2,MALE,2009,PGTIS,228,984,NA,N,17,Rita Wagner
4721,161,2009-06-10,4,2,MALE,2009,PGTIS,228,984,NA,N,17,Rita Wagner
4722,155,2009-06-04,-,1,MALE,2009,PGTIS,228,984,NA,Y,32,Rita Wagner
4722,159,2009-06-08,4,2,MALE,2009,PGTIS,228,984,NA,Y,32,Rita Wagner
4722,161,2009-06-10,4,2,MALE,2009,PGTIS,228,984,NA,Y,32,Rita Wagner
4723,155,2009-06-04,-,1,MALE,2009,PGTIS,228,986,NA,A,23,Rita Wagner
4723,159,2009-06-08,4,2,MALE,2009,PGTIS,228,986,NA,A,23,Rita Wagner
4723,161,2009-06-10,4,2,MALE,2009,PGTIS,228,986,NA,A,23,Rita Wagner
4724,155,2009-06-04,-,1,MALE,2009,PGTIS,228,986,NA,Y,12,Rita Wagner
4724,159,2009-06-08,4,2,MALE,2009,PGTIS,228,986,NA,Y,12,Rita Wagner
4724,161,2009-06-10,4,2,MALE,2009,PGTIS,228,986,NA,Y,12,Rita Wagner
4725,155,2009-06-04,-,1,MALE,2009,PGTIS,228,987,NA,AA,44,Rita Wagner
4725,159,2009-06-08,4,2,MALE,2009,PGTIS,228,987,NA,AA,44,Rita Wagner
4725,161,2009-06-10,4,2,MALE,2009,PGTIS,228,987,NA,AA,44,Rita Wagner
4726,155,2009-06-04,-,1,MALE,2009,PGTIS,228,987,NA,DD,40,Rita Wagner
4726,159,2009-06-08,4,2,MALE,2009,PGTIS,228,987,NA,DD,40,Rita Wagner
4726,161,2009-06-10,4,2,MALE,2009,PGTIS,228,987,NA,DD,40,Rita Wagner
4727,155,2009-06-04,4,2,MALE,2009,PGTIS,228,989,NA,C,46,Rita Wagner
4727,159,2009-06-08,4,2,MALE,2009,PGTIS,228,989,NA,C,46,Rita Wagner
4727,161,2009-06-10,4,2,MALE,2009,PGTIS,228,989,NA,C,46,Rita Wagner
4728,155,2009-06-04,-,1,MALE,2009,PGTIS,228,989,NA,FF,50,Rita Wagner
4728,159,2009-06-08,4,2,MALE,2009,PGTIS,228,989,NA,FF,50,Rita Wagner
4728,161,2009-06-10,-,3,MALE,2009,PGTIS,228,989,NA,FF,50,Rita Wagner
4729,155,2009-06-04,-,1,MALE,2009,PGTIS,228,1460,NA,CC,42,Rita Wagner
4729,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1460,NA,CC,42,Rita Wagner
4729,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1460,NA,CC,42,Rita Wagner
4730,155,2009-06-04,4,2,MALE,2009,PGTIS,228,1460,NA,M,44,Rita Wagner
4730,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1460,NA,M,44,Rita Wagner
4730,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1460,NA,M,44,Rita Wagner
4731,155,2009-06-04,4,2,MALE,2009,PGTIS,228,1461,NA,B,23,Rita Wagner
4731,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1461,NA,B,23,Rita Wagner
4731,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1461,NA,B,23,Rita Wagner
4732,155,2009-06-04,4,2,MALE,2009,PGTIS,228,1461,NA,M,27,Rita Wagner
4732,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1461,NA,M,27,Rita Wagner
4732,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1461,NA,M,27,Rita Wagner
4733,155,2009-06-04,4,2,MALE,2009,PGTIS,228,1462,NA,M,21,Rita Wagner
4733,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1462,NA,M,21,Rita Wagner
4733,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1462,NA,M,21,Rita Wagner
4734,155,2009-06-04,4,2,MALE,2009,PGTIS,228,1462,NA,Q,16,Rita Wagner
4734,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1462,NA,Q,16,Rita Wagner
4734,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1462,NA,Q,16,Rita Wagner
4735,155,2009-06-04,4,2,MALE,2009,PGTIS,228,1463,NA,J,15,Rita Wagner
4735,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1463,NA,J,15,Rita Wagner
4735,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1463,NA,J,15,Rita Wagner
4736,155,2009-06-04,-,1,MALE,2009,PGTIS,228,1463,NA,S,17,Rita Wagner
4736,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1463,NA,S,17,Rita Wagner
4736,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1463,NA,S,17,Rita Wagner
4737,155,2009-06-04,4,2,MALE,2009,PGTIS,228,1464,NA,A,19,Rita Wagner
4737,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1464,NA,A,19,Rita Wagner
4737,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1464,NA,A,19,Rita Wagner
4738,155,2009-06-04,0,0,MALE,2009,PGTIS,228,1464,NA,P,7,Rita Wagner
4738,159,2009-06-08,0,0,MALE,2009,PGTIS,228,1464,NA,P,7,Rita Wagner
4738,161,2009-06-10,0,0,MALE,2009,PGTIS,228,1464,NA,P,7,Rita Wagner
4739,155,2009-06-04,-,1,MALE,2009,PGTIS,228,1465,NA,AA,50,Rita Wagner
4739,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1465,NA,AA,50,Rita Wagner
4739,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1465,NA,AA,50,Rita Wagner
4740,155,2009-06-04,-,1,MALE,2009,PGTIS,228,1465,NA,T,5,Rita Wagner
4740,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1465,NA,T,5,Rita Wagner
4740,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1465,NA,T,5,Rita Wagner
4741,155,2009-06-04,4,2,MALE,2009,PGTIS,228,1466,NA,L,16,Rita Wagner
4741,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1466,NA,L,16,Rita Wagner
4741,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1466,NA,L,16,Rita Wagner
4742,155,2009-06-04,-,1,MALE,2009,PGTIS,228,1466,NA,Z,29,Rita Wagner
4742,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1466,NA,Z,29,Rita Wagner
4742,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1466,NA,Z,29,Rita Wagner
4743,155,2009-06-04,-,1,MALE,2009,PGTIS,228,1467,NA,R,16,Rita Wagner
4743,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1467,NA,R,16,Rita Wagner
4743,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1467,NA,R,16,Rita Wagner
4744,155,2009-06-04,-,1,MALE,2009,PGTIS,228,1467,NA,S,12,Rita Wagner
4744,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1467,NA,S,12,Rita Wagner
4744,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1467,NA,S,12,Rita Wagner
4745,155,2009-06-04,-,1,MALE,2009,PGTIS,228,1532,NA,EE,17,Rita Wagner
4745,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1532,NA,EE,17,Rita Wagner
4745,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1532,NA,EE,17,Rita Wagner
4746,155,2009-06-04,4,2,MALE,2009,PGTIS,228,1532,NA,I,14,Rita Wagner
4746,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1532,NA,I,14,Rita Wagner
4746,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1532,NA,I,14,Rita Wagner
4747,155,2009-06-04,4,2,MALE,2009,PGTIS,228,1533,NA,C,24,Rita Wagner
4747,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1533,NA,C,24,Rita Wagner
4747,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1533,NA,C,24,Rita Wagner
4748,155,2009-06-04,-,1,MALE,2009,PGTIS,228,1533,NA,W,38,Rita Wagner
4748,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1533,NA,W,38,Rita Wagner
4748,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1533,NA,W,38,Rita Wagner
4749,155,2009-06-04,-,0,MALE,2009,PGTIS,228,1536,NA,FF,47,Rita Wagner
4749,159,2009-06-08,0,0,MALE,2009,PGTIS,228,1536,NA,FF,47,Rita Wagner
4749,161,2009-06-10,-,0,MALE,2009,PGTIS,228,1536,NA,FF,47,Rita Wagner
4750,155,2009-06-04,4,2,MALE,2009,PGTIS,228,1536,NA,Q,21,Rita Wagner
4750,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1536,NA,Q,21,Rita Wagner
4750,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1536,NA,Q,21,Rita Wagner
4751,155,2009-06-04,-,1,MALE,2009,PGTIS,228,1538,NA,BB,8,Rita Wagner
4751,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1538,NA,BB,8,Rita Wagner
4751,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1538,NA,BB,8,Rita Wagner
4752,155,2009-06-04,-,1,MALE,2009,PGTIS,228,1538,NA,EE,12,Rita Wagner
4752,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1538,NA,EE,12,Rita Wagner
4752,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1538,NA,EE,12,Rita Wagner
4753,155,2009-06-04,4,2,MALE,2009,PGTIS,228,1539,NA,G,48,Rita Wagner
4753,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1539,NA,G,48,Rita Wagner
4753,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1539,NA,G,48,Rita Wagner
4754,155,2009-06-04,-,1,MALE,2009,PGTIS,228,1539,NA,T,10,Rita Wagner
4754,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1539,NA,T,10,Rita Wagner
4754,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1539,NA,T,10,Rita Wagner
4755,155,2009-06-04,-,1,MALE,2009,PGTIS,228,1540,NA,AA,38,Rita Wagner
4755,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1540,NA,AA,38,Rita Wagner
4755,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1540,NA,AA,38,Rita Wagner
4756,155,2009-06-04,4,2,MALE,2009,PGTIS,228,1540,NA,P,49,Rita Wagner
4756,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1540,NA,P,49,Rita Wagner
4756,161,2009-06-10,-,3,MALE,2009,PGTIS,228,1540,NA,P,49,Rita Wagner
4757,155,2009-06-04,4,2,MALE,2009,PGTIS,228,1560,NA,L,30,Rita Wagner
4757,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1560,NA,L,30,Rita Wagner
4757,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1560,NA,L,30,Rita Wagner
4758,155,2009-06-04,-,1,MALE,2009,PGTIS,228,1560,NA,X,33,Rita Wagner
4758,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1560,NA,X,33,Rita Wagner
4758,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1560,NA,X,33,Rita Wagner
4759,155,2009-06-04,-,1,MALE,2009,PGTIS,228,1571,NA,A,10,Rita Wagner
4759,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1571,NA,A,10,Rita Wagner
4759,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1571,NA,A,10,Rita Wagner
4760,155,2009-06-04,4,2,MALE,2009,PGTIS,228,1571,NA,A,50,Rita Wagner
4760,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1571,NA,A,50,Rita Wagner
4760,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1571,NA,A,50,Rita Wagner
4761,155,2009-06-04,-,1,MALE,2009,PGTIS,228,1581,NA,BB,45,Rita Wagner
4761,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1581,NA,BB,45,Rita Wagner
4761,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1581,NA,BB,45,Rita Wagner
4762,155,2009-06-04,4,2,MALE,2009,PGTIS,228,1581,NA,D,15,Rita Wagner
4762,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1581,NA,D,15,Rita Wagner
4762,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1581,NA,D,15,Rita Wagner
4763,155,2009-06-04,4,2,MALE,2009,PGTIS,228,1583,NA,A,16,Rita Wagner
4763,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1583,NA,A,16,Rita Wagner
4763,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1583,NA,A,16,Rita Wagner
4764,155,2009-06-04,4,2,MALE,2009,PGTIS,228,1583,NA,B,32,Rita Wagner
4764,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1583,NA,B,32,Rita Wagner
4764,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1583,NA,B,32,Rita Wagner
4765,155,2009-06-04,-,1,MALE,2009,PGTIS,228,1584,NA,DD,48,Rita Wagner
4765,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1584,NA,DD,48,Rita Wagner
4765,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1584,NA,DD,48,Rita Wagner
4766,155,2009-06-04,-,1,MALE,2009,PGTIS,228,1584,NA,R,26,Rita Wagner
4766,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1584,NA,R,26,Rita Wagner
4766,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1584,NA,R,26,Rita Wagner
4767,155,2009-06-04,4,2,MALE,2009,PGTIS,228,1585,NA,F,31,Rita Wagner
4767,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1585,NA,F,31,Rita Wagner
4767,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1585,NA,F,31,Rita Wagner
4768,155,2009-06-04,-,1,MALE,2009,PGTIS,228,1585,NA,FF,17,Rita Wagner
4768,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1585,NA,FF,17,Rita Wagner
4768,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1585,NA,FF,17,Rita Wagner
4769,155,2009-06-04,4,2,MALE,2009,PGTIS,228,1586,NA,L,15,Rita Wagner
4769,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1586,NA,L,15,Rita Wagner
4769,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1586,NA,L,15,Rita Wagner
4770,155,2009-06-04,4,2,MALE,2009,PGTIS,228,1586,NA,Q,20,Rita Wagner
4770,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1586,NA,Q,20,Rita Wagner
4770,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1586,NA,Q,20,Rita Wagner
4771,155,2009-06-04,4,2,MALE,2009,PGTIS,228,1588,NA,P,47,Rita Wagner
4771,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1588,NA,P,47,Rita Wagner
4771,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1588,NA,P,47,Rita Wagner
4772,155,2009-06-04,-,1,MALE,2009,PGTIS,228,1588,NA,U,14,Rita Wagner
4772,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1588,NA,U,14,Rita Wagner
4772,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1588,NA,U,14,Rita Wagner
4773,155,2009-06-04,-,1,MALE,2009,PGTIS,228,1589,NA,CC,15,Rita Wagner
4773,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1589,NA,CC,15,Rita Wagner
4773,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1589,NA,CC,15,Rita Wagner
4774,155,2009-06-04,-,1,MALE,2009,PGTIS,228,1589,NA,V,2,Rita Wagner
4774,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1589,NA,V,2,Rita Wagner
4774,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1589,NA,V,2,Rita Wagner
4775,155,2009-06-04,-,1,MALE,2009,PGTIS,228,1590,NA,O,43,Rita Wagner
4775,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1590,NA,O,43,Rita Wagner
4775,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1590,NA,O,43,Rita Wagner
4776,155,2009-06-04,4,2,MALE,2009,PGTIS,228,1590,NA,Q,12,Rita Wagner
4776,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1590,NA,Q,12,Rita Wagner
4776,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1590,NA,Q,12,Rita Wagner
4777,155,2009-06-04,4,2,MALE,2009,PGTIS,228,1593,NA,B,9,Rita Wagner
4777,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1593,NA,B,9,Rita Wagner
4777,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1593,NA,B,9,Rita Wagner
4778,155,2009-06-04,4,2,MALE,2009,PGTIS,228,1593,NA,O,26,Rita Wagner
4778,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1593,NA,O,26,Rita Wagner
4778,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1593,NA,O,26,Rita Wagner
4779,155,2009-06-04,-,1,MALE,2009,PGTIS,228,1594,NA,EE,50,Rita Wagner
4779,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1594,NA,EE,50,Rita Wagner
4779,161,2009-06-10,-,3,MALE,2009,PGTIS,228,1594,NA,EE,50,Rita Wagner
4780,155,2009-06-04,4,2,MALE,2009,PGTIS,228,1594,NA,S,37,Rita Wagner
4780,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1594,NA,S,37,Rita Wagner
4780,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1594,NA,S,37,Rita Wagner
4781,155,2009-06-04,4,2,MALE,2009,PGTIS,228,1595,NA,D,14,Rita Wagner
4781,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1595,NA,D,14,Rita Wagner
4781,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1595,NA,D,14,Rita Wagner
4782,155,2009-06-04,4,2,MALE,2009,PGTIS,228,1595,NA,L,26,Rita Wagner
4782,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1595,NA,L,26,Rita Wagner
4782,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1595,NA,L,26,Rita Wagner
4783,155,2009-06-04,4,2,MALE,2009,PGTIS,228,1596,NA,E,30,Rita Wagner
4783,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1596,NA,E,30,Rita Wagner
4783,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1596,NA,E,30,Rita Wagner
4784,155,2009-06-04,-,1,MALE,2009,PGTIS,228,1596,NA,FF,48,Rita Wagner
4784,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1596,NA,FF,48,Rita Wagner
4784,161,2009-06-10,-,3,MALE,2009,PGTIS,228,1596,NA,FF,48,Rita Wagner
4785,155,2009-06-04,-,1,MALE,2009,PGTIS,228,1599,NA,T,1,Rita Wagner
4785,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1599,NA,T,1,Rita Wagner
4785,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1599,NA,T,1,Rita Wagner
4786,155,2009-06-04,-,1,MALE,2009,PGTIS,228,1599,NA,U,19,Rita Wagner
4786,159,2009-06-08,4,2,MALE,2009,PGTIS,228,1599,NA,U,19,Rita Wagner
4786,161,2009-06-10,4,2,MALE,2009,PGTIS,228,1599,NA,U,19,Rita Wagner
4787,155,2009-06-04,-,1,MALE,2009,PGTIS,228,2000,NA,R,15,Rita Wagner
4787,159,2009-06-08,4,2,MALE,2009,PGTIS,228,2000,NA,R,15,Rita Wagner
4787,161,2009-06-10,4,2,MALE,2009,PGTIS,228,2000,NA,R,15,Rita Wagner
4788,155,2009-06-04,-,1,MALE,2009,PGTIS,228,2000,NA,X,30,Rita Wagner
4788,159,2009-06-08,4,2,MALE,2009,PGTIS,228,2000,NA,X,30,Rita Wagner
4788,161,2009-06-10,4,2,MALE,2009,PGTIS,228,2000,NA,X,30,Rita Wagner
4789,146,2010-05-26,-,1,FEMALE,2010,PGTIS,228,910,NA,K,20,Rita Wagner
4789,151,2010-05-31,4,2,FEMALE,2010,PGTIS,228,910,NA,K,20,Rita Wagner
4789,154,2010-06-03,4,2,FEMALE,2010,PGTIS,228,910,NA,K,20,Rita Wagner
4789,159,2010-06-08,4.5,2,FEMALE,2010,PGTIS,228,910,NA,K,20,Rita Wagner
4790,146,2010-05-26,3,2,FEMALE,2010,PGTIS,228,910,NA,Q,30,Rita Wagner
4790,151,2010-05-31,4,2,FEMALE,2010,PGTIS,228,910,NA,Q,30,Rita Wagner
4790,154,2010-06-03,4,2,FEMALE,2010,PGTIS,228,910,NA,Q,30,Rita Wagner
4790,159,2010-06-08,5,2,FEMALE,2010,PGTIS,228,910,NA,Q,30,Rita Wagner
4791,146,2010-05-26,4,2,FEMALE,2010,PGTIS,228,951,NA,K,45,Rita Wagner
4791,151,2010-05-31,4.5,2,FEMALE,2010,PGTIS,228,951,NA,K,45,Rita Wagner
4791,154,2010-06-03,5,2,FEMALE,2010,PGTIS,228,951,NA,K,45,Rita Wagner
4791,159,2010-06-08,-,3,FEMALE,2010,PGTIS,228,951,NA,K,45,Rita Wagner
4792,146,2010-05-26,4,2,FEMALE,2010,PGTIS,228,951,NA,L,41,Rita Wagner
4792,151,2010-05-31,4,2,FEMALE,2010,PGTIS,228,951,NA,L,41,Rita Wagner
4792,154,2010-06-03,5,2,FEMALE,2010,PGTIS,228,951,NA,L,41,Rita Wagner
4792,159,2010-06-08,-,3,FEMALE,2010,PGTIS,228,951,NA,L,41,Rita Wagner
4793,146,2010-05-26,4,2,FEMALE,2010,PGTIS,228,981,NA,O,25,Rita Wagner
4793,151,2010-05-31,4.5,2,FEMALE,2010,PGTIS,228,981,NA,O,25,Rita Wagner
4793,154,2010-06-03,5,2,FEMALE,2010,PGTIS,228,981,NA,O,25,Rita Wagner
4793,159,2010-06-08,-,3,FEMALE,2010,PGTIS,228,981,NA,O,25,Rita Wagner
4794,146,2010-05-26,4,2,FEMALE,2010,PGTIS,228,981,NA,S,41,Rita Wagner
4794,151,2010-05-31,4.5,2,FEMALE,2010,PGTIS,228,981,NA,S,41,Rita Wagner
4794,154,2010-06-03,5,2,FEMALE,2010,PGTIS,228,981,NA,S,41,Rita Wagner
4794,159,2010-06-08,-,3,FEMALE,2010,PGTIS,228,981,NA,S,41,Rita Wagner
4795,146,2010-05-26,-,1,FEMALE,2010,PGTIS,228,982,NA,B,41,Rita Wagner
4795,151,2010-05-31,4,2,FEMALE,2010,PGTIS,228,982,NA,B,41,Rita Wagner
4795,154,2010-06-03,4,2,FEMALE,2010,PGTIS,228,982,NA,B,41,Rita Wagner
4795,159,2010-06-08,4.5,2,FEMALE,2010,PGTIS,228,982,NA,B,41,Rita Wagner
4796,146,2010-05-26,-,1,FEMALE,2010,PGTIS,228,982,NA,W,12,Rita Wagner
4796,151,2010-05-31,4,2,FEMALE,2010,PGTIS,228,982,NA,W,12,Rita Wagner
4796,154,2010-06-03,4.5,2,FEMALE,2010,PGTIS,228,982,NA,W,12,Rita Wagner
4796,159,2010-06-08,5,2,FEMALE,2010,PGTIS,228,982,NA,W,12,Rita Wagner
4797,146,2010-05-26,3,2,FEMALE,2010,PGTIS,228,983,NA,A,13,Rita Wagner
4797,151,2010-05-31,4,2,FEMALE,2010,PGTIS,228,983,NA,A,13,Rita Wagner
4797,154,2010-06-03,4,2,FEMALE,2010,PGTIS,228,983,NA,A,13,Rita Wagner
4797,159,2010-06-08,5,2,FEMALE,2010,PGTIS,228,983,NA,A,13,Rita Wagner
4798,146,2010-05-26,-,1,FEMALE,2010,PGTIS,228,983,NA,U,17,Rita Wagner
4798,151,2010-05-31,4,2,FEMALE,2010,PGTIS,228,983,NA,U,17,Rita Wagner
4798,154,2010-06-03,4,2,FEMALE,2010,PGTIS,228,983,NA,U,17,Rita Wagner
4798,159,2010-06-08,5,2,FEMALE,2010,PGTIS,228,983,NA,U,17,Rita Wagner
4799,146,2010-05-26,-,1,FEMALE,2010,PGTIS,228,984,NA,N,17,Rita Wagner
4799,151,2010-05-31,4,2,FEMALE,2010,PGTIS,228,984,NA,N,17,Rita Wagner
4799,154,2010-06-03,4,2,FEMALE,2010,PGTIS,228,984,NA,N,17,Rita Wagner
4799,159,2010-06-08,5,2,FEMALE,2010,PGTIS,228,984,NA,N,17,Rita Wagner
4800,146,2010-05-26,-,1,FEMALE,2010,PGTIS,228,984,NA,Y,32,Rita Wagner
4800,151,2010-05-31,4,2,FEMALE,2010,PGTIS,228,984,NA,Y,32,Rita Wagner
4800,154,2010-06-03,4,2,FEMALE,2010,PGTIS,228,984,NA,Y,32,Rita Wagner
4800,159,2010-06-08,4.5,2,FEMALE,2010,PGTIS,228,984,NA,Y,32,Rita Wagner
4801,146,2010-05-26,3,2,FEMALE,2010,PGTIS,228,986,NA,A,23,Rita Wagner
4801,151,2010-05-31,4,2,FEMALE,2010,PGTIS,228,986,NA,A,23,Rita Wagner
4801,154,2010-06-03,4,2,FEMALE,2010,PGTIS,228,986,NA,A,23,Rita Wagner
4801,159,2010-06-08,5,2,FEMALE,2010,PGTIS,228,986,NA,A,23,Rita Wagner
4802,146,2010-05-26,-,1,FEMALE,2010,PGTIS,228,986,NA,Y,12,Rita Wagner
4802,151,2010-05-31,4,2,FEMALE,2010,PGTIS,228,986,NA,Y,12,Rita Wagner
4802,154,2010-06-03,4,2,FEMALE,2010,PGTIS,228,986,NA,Y,12,Rita Wagner
4802,159,2010-06-08,5,2,FEMALE,2010,PGTIS,228,986,NA,Y,12,Rita Wagner
4803,146,2010-05-26,4,2,FEMALE,2010,PGTIS,228,987,NA,AA,44,Rita Wagner
4803,151,2010-05-31,5,2,FEMALE,2010,PGTIS,228,987,NA,AA,44,Rita Wagner
4803,154,2010-06-03,-,3,FEMALE,2010,PGTIS,228,987,NA,AA,44,Rita Wagner
4803,159,2010-06-08,-,3,FEMALE,2010,PGTIS,228,987,NA,AA,44,Rita Wagner
4804,146,2010-05-26,4,2,FEMALE,2010,PGTIS,228,987,NA,DD,40,Rita Wagner
4804,151,2010-05-31,4,2,FEMALE,2010,PGTIS,228,987,NA,DD,40,Rita Wagner
4804,154,2010-06-03,-,2,FEMALE,2010,PGTIS,228,987,NA,DD,40,Rita Wagner
4804,159,2010-06-08,5,2,FEMALE,2010,PGTIS,228,987,NA,DD,40,Rita Wagner
4805,146,2010-05-26,-,1,FEMALE,2010,PGTIS,228,989,NA,C,46,Rita Wagner
4805,151,2010-05-31,4,2,FEMALE,2010,PGTIS,228,989,NA,C,46,Rita Wagner
4805,154,2010-06-03,4,2,FEMALE,2010,PGTIS,228,989,NA,C,46,Rita Wagner
4805,159,2010-06-08,4,2,FEMALE,2010,PGTIS,228,989,NA,C,46,Rita Wagner
4806,146,2010-05-26,-,1,FEMALE,2010,PGTIS,228,989,NA,FF,50,Rita Wagner
